playerid,playername,position,team,short_team,teamstrength,cost,total_points,goals_scored,assists,ep_next,ep_this,form,event_points,seasonminutes,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,positionid,firstname,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team_id,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,xG,xG90,defcon_pts
32,Martinez,GKP,Aston Villa,AVL,3,5,120,0,1,2.7,2.2,2.7,0,2835,TRUE,FALSE,100,100,98980,0,0,0,0,0,3,1,Emiliano,FALSE,,2026-04-12T21:30:08.032006Z,50,98980.jpg,3.8,FALSE,Martínez Romero,4.4,FALSE,NA,a,2,7,1133258,0,844392,0,0.5,24.0,Emiliano Martínez,10,2020-09-16,1992-09-02,FALSE,p98980,7,39,0,1,0,2,0,95,11,530,769.8,23.2,0.0,79.2,27,272,0,0,32,0.00,0.08,0.08,42.92,NA,,NA,,NA,,,,38,10,408,4,800,93,206,10,0,3.02,0,0,1.36,1.24,245,10,141,15,80,8,86,16,1.02,0.22,0,0.00,0,0
33,M.Bizot,GKP,Aston Villa,AVL,3,4.2,16,0,0,-0.5,0.2,0.7,2,585,TRUE,FALSE,100,100,72147,0,0,-3,3,0,0,1,Marco,FALSE,,2026-02-15T00:30:06.693638Z,42,72147.jpg,2.3,FALSE,Bizot,0.4,FALSE,NA,a,2,7,85879,0,117979,0,0.2,3.8,,152,2025-07-15,1991-03-10,FALSE,p72147,1,10,0,0,0,2,0,19,0,75,139.2,0.0,0.0,13.9,10,53,0,0,6,0.00,0.00,0.00,11.02,NA,,NA,,NA,,,,358,26,642,83,614,68,415,26,0,2.92,0,0,1.7,1.54,635,29,294,23,302,29,295,38,0.92,0.15,0,0.00,0,0
34,Gauci,GKP,Aston Villa,AVL,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,462492,0,0,0,0,0,0,1,Joe,FALSE,Has joined Port Vale on loan for the rest of the season.,2025-08-12T07:40:37.843391Z,40,462492.jpg,0.0,FALSE,Gauci,0.1,FALSE,NA,u,2,7,0,0,17885,0,0.0,0.0,,13,2024-02-01,2000-07-04,FALSE,p462492,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,598,75,589,64,558,49,601,75,0,0,0,0,0,0,700,53,468,67,609,75,511,74,0,0,0,0.00,0,0
35,Marschall,GKP,Aston Villa,AVL,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,462381,0,0,0,0,0,0,1,Filip,FALSE,Has joined Stevenage permanently.,2025-07-30T14:08:21.698398Z,40,462381.jpg,0.0,FALSE,Marschall,0.0,FALSE,NA,u,2,7,0,0,1303,0,0.0,0.0,,241,2021-12-13,2003-04-24,FALSE,p462381,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,597,74,588,63,557,48,600,74,0,0,0,0,0,0,699,52,467,66,608,74,761,88,0,0,0,0.00,0,0
36,Cash,DEF,Aston Villa,AVL,3,4.6,117,3,3,1.5,0.2,0.7,1,3016,TRUE,FALSE,100,100,199796,0,0,1,-1,0,2,2,Matty,FALSE,,2026-03-05T00:00:08.205820Z,46,199796.jpg,3.3,FALSE,Cash,7.4,FALSE,NA,a,2,7,2994809,0,2459799,0,0.2,25.4,,172,2020-09-03,1997-08-07,FALSE,p199796,8,38,0,0,0,9,0,0,7,450,643.0,510.7,221.0,137.5,120,88,66,186,34,1.14,2.94,4.08,45.45,3,,NA,,NA,,,,70,32,57,8,163,35,77,15,0.03,0,0.09,0.12,1.36,1.13,397,67,301,109,145,52,59,17,1.01,0.24,5.55,1.14,0.03,2
37,Digne,DEF,Aston Villa,AVL,3,4.5,97,0,7,1.3,1.2,1.7,0,1842,TRUE,FALSE,100,100,101188,0,0,0,0,0,1,2,Lucas,FALSE,,2025-10-23T13:30:07.954318Z,45,101188.jpg,3.1,FALSE,Digne,1.5,FALSE,NA,a,2,7,355694,0,398719,0,0.4,21.6,,73,2022-01-13,1993-07-20,FALSE,p101188,7,23,0,0,0,3,0,0,5,381,400.2,455.5,130.0,98.5,77,63,36,113,21,0.67,3.28,3.95,27.79,2,,2,,NA,,,,183,75,72,15,251,65,154,51,0.03,0,0.16,0.19,1.36,1.12,411,74,206,75,178,68,165,65,1.03,0.34,5.52,0.67,0.03,2
38,Konsa,DEF,Aston Villa,AVL,3,4.4,100,0,1,0.5,0.2,0.7,0,3035,TRUE,FALSE,100,100,199798,0,0,-1,1,0,0,2,Ezri,FALSE,,2025-11-18T09:30:07.536725Z,44,199798.jpg,2.9,FALSE,Konsa Ngoyo,7.0,FALSE,NA,a,2,7,836516,0,2247010,0,0.2,22.7,,241,2019-07-11,1997-10-23,FALSE,p199798,9,44,0,0,0,0,1,0,3,497,601.4,108.3,124.0,84.0,174,108,22,196,34,1.27,0.59,1.86,48.93,NA,,NA,,NA,,,,83,35,293,91,258,68,193,67,0.04,0,0.02,0.06,1.45,1.3,538,106,298,107,205,81,62,19,1.01,0.27,5.81,1.27,0.04,2
39,Maatsen,DEF,Aston Villa,AVL,3,4.2,54,0,1,0.3,1.8,2.3,5,1590,TRUE,FALSE,NA,NA,441302,0,0,-3,3,0,0,2,Ian,FALSE,,NA,42,441302.jpg,1.8,FALSE,Maatsen,0.5,FALSE,NA,a,2,7,89595,0,125987,0,0.5,12.9,,152,2024-06-28,2002-03-10,FALSE,p441302,2,27,0,0,0,2,0,0,1,242,336.6,373.4,231.0,94.3,85,82,43,128,17,1.26,2.39,3.65,26.64,NA,,NA,,NA,,,,219,89,105,26,155,32,165,55,0.07,0,0.14,0.21,1.51,1.53,645,145,150,52,377,140,262,97,0.96,0.11,7.25,1.26,0.07,2
40,Mings,DEF,Aston Villa,AVL,3,4.3,50,0,1,-0.3,0.8,1.3,4,1322,TRUE,FALSE,100,100,149484,0,0,-2,2,0,1,2,Tyrone,FALSE,,2026-04-12T21:30:08.045496Z,43,149484.jpg,2.9,FALSE,Mings,0.6,FALSE,NA,a,2,7,161621,0,216139,0,0.3,11.6,,241,2019-07-08,1993-03-13,FALSE,p149484,3,23,0,0,0,1,0,0,4,169,282.6,80.5,105.0,46.8,102,47,5,107,15,1.30,0.42,1.72,23.37,NA,,NA,,NA,,,,258,102,327,110,278,80,319,105,0.09,0,0.03,0.12,1.59,1.57,587,125,227,81,204,80,246,92,1.02,0.2,7.28,1.30,0.09,2
41,Pau,DEF,Aston Villa,AVL,3,4.3,64,0,2,0.7,1.2,1.7,1,1673,TRUE,FALSE,100,100,244954,0,0,-2,2,0,0,2,Pau,FALSE,,2025-12-12T00:00:09.857457Z,43,244954.jpg,3.0,FALSE,Torres,0.3,FALSE,NA,a,2,7,75312,0,101789,0,0.4,14.9,,200,2023-07-12,1997-01-16,FALSE,p244954,5,19,1,0,0,1,0,0,2,280,321.8,47.1,79.0,45.1,90,79,22,112,18,1.33,0.39,1.72,22.81,NA,,NA,,NA,,,,233,92,376,135,311,97,325,110,0.07,0,0.02,0.09,1.23,1.02,594,130,200,69,191,75,327,120,0.97,0.27,6.03,1.33,0.07,2
42,A.Garcia,DEF,Aston Villa,AVL,3,3.9,5,0,0,-0.5,-0.2,0.3,1,83,TRUE,FALSE,100,100,606798,0,0,-1,1,0,0,2,Andrés,FALSE,,2026-01-29T12:00:08.835746Z,39,606798.jpg,0.8,FALSE,García,0.2,FALSE,NA,a,2,7,30457,0,43192,0,0.1,1.3,,200,2025-01-21,2003-02-07,FALSE,p606798,0,3,0,0,0,0,0,0,0,12,17.8,3.2,2.0,2.3,5,4,5,10,1,0.00,0.01,0.01,2.74,NA,,NA,,NA,,,,468,170,470,169,456,171,486,173,0,0,0.01,0.01,2.97,3.25,799,233,336,119,529,179,378,136,1.08,0,10.84,0.00,0,2
43,Alex Moreno,DEF,Aston Villa,AVL,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,106468,0,0,0,0,0,0,2,Álex,FALSE,Has joined Girona permanently.,2025-08-26T13:45:03.013808Z,40,106468.jpg,0.0,FALSE,Moreno Lopera,1.5,FALSE,NA,u,2,7,44476,0,893174,0,0.0,0.0,,200,2023-01-11,1993-06-08,FALSE,p106468,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,582,212,570,211,539,207,585,212,0,0,0,0,0,0,676,161,447,169,593,212,164,64,0,0,0,0.00,0,0
44,Bogarde,DEF,Aston Villa,AVL,3,4,40,0,0,0.5,0.5,1.0,2,1042,TRUE,FALSE,100,100,515597,0,0,0,0,0,0,2,Lamare,FALSE,,2025-11-20T10:30:09.224047Z,40,515597.jpg,1.4,FALSE,Bogarde,0.5,FALSE,NA,a,2,7,114072,0,100401,0,0.2,10.0,,152,2021-01-07,2004-01-05,FALSE,p515597,2,17,0,0,0,5,0,0,4,121,133.0,59.4,14.0,20.6,34,43,26,60,11,0.00,0.20,0.20,15.38,NA,,NA,,NA,,,,365,135,356,124,416,153,393,138,0,0,0.02,0.02,1.33,1.47,720,184,255,91,430,155,263,98,0.95,0.17,5.18,0.00,0,2
45,Sousa,DEF,Aston Villa,AVL,3,3.8,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,514315,0,0,-2,2,0,0,2,Lino,FALSE,has joined Rotherham on loan for the rest of the season.,2026-02-06T22:51:55.055374Z,38,514315.jpg,0.0,FALSE,da Cruz Sousa,0.2,FALSE,NA,u,2,7,22076,0,40217,0,0.0,0.0,,NA,NA,NA,FALSE,p514315,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,540,194,522,193,490,188,543,194,0,0,0,0,0,0,819,249,397,146,551,194,361,131,0,0,0,0.00,0,0
46,Yasin,DEF,Aston Villa,AVL,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,587178,0,0,0,0,0,0,2,Yasin,FALSE,has joined Anderlecht on loan for the rest of the season.,2025-09-22T21:15:59.805053Z,40,587178.jpg,0.0,FALSE,Özcan,0.1,FALSE,NA,u,2,7,4656,0,21237,0,0.0,0.0,,219,2025-06-01,2006-04-20,FALSE,p587178,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,627,237,619,236,589,233,630,237,0,0,0,0,0,0,736,196,501,199,637,236,469,174,0,0,0,0.00,0,0
47,Rogers,MID,Aston Villa,AVL,3,7.3,169,10,8,3.7,4.2,4.7,0,3280,TRUE,FALSE,100,100,244850,0,0,3,-3,0,4,3,Morgan,FALSE,,2025-08-10T22:00:04.458365Z,73,244850.jpg,4.6,FALSE,Rogers,20.2,FALSE,NA,a,2,7,6873325,0,5463430,0,0.6,23.2,,241,2024-02-01,2002-07-26,FALSE,p244850,9,48,0,0,0,7,0,0,17,605,746.2,706.2,871.0,232.0,49,139,42,230,37,6.84,4.32,11.16,51.55,NA,,1,,NA,,,,41,11,26,25,8,3,9,6,0.19,0,0.12,0.31,1.41,1.32,28,17,53,19,27,12,13,4,1.02,0.25,6.31,6.84,0.19,2
48,Tielemans,MID,Aston Villa,AVL,3,5.9,68,0,4,2.0,1.8,2.3,1,1857,TRUE,FALSE,100,100,166989,0,0,-1,1,0,0,3,Youri,FALSE,,2026-01-26T04:00:07.415161Z,59,166989.jpg,2.7,FALSE,Tielemans,0.7,FALSE,NA,a,2,7,171924,0,356117,0,0.4,11.5,,21,2023-06-14,1997-05-07,FALSE,p166989,4,27,0,0,0,0,0,0,3,417,432.0,513.6,184.0,113.1,51,94,58,203,21,1.14,3.26,4.40,31.34,5,,NA,,NA,,,,166,61,56,48,206,107,117,66,0.06,0,0.16,0.22,1.52,1.31,89,57,163,73,248,101,242,84,1.02,0.19,9.84,1.14,0.06,2
49,Bailey,MID,Aston Villa,AVL,3,5.5,21,0,2,0.3,1.5,2.0,5,450,TRUE,FALSE,100,100,215711,0,0,0,0,0,0,3,Leon,FALSE,,2025-08-20T13:31:56.843157Z,55,215711.jpg,1.6,FALSE,Bailey,0.1,FALSE,NA,a,2,7,10030,0,52941,0,0.4,3.8,,107,2021-08-04,1997-08-09,FALSE,p215711,0,9,0,0,0,1,0,0,0,69,71.2,160.4,69.0,30.1,7,31,10,48,3,0.50,1.46,1.96,7.03,4,,NA,,NA,,,,411,179,237,152,328,169,369,174,0.1,0,0.29,0.39,1.41,1.8,138,86,180,84,417,179,467,161,0.6,0,9.6,0.50,0.1,2
50,Buendia,MID,Aston Villa,AVL,3,5.3,102,6,2,2.3,2.5,3.0,6,1753,TRUE,FALSE,100,100,195546,0,0,-2,2,0,3,3,Emiliano,FALSE,,2026-03-16T00:00:09.650848Z,53,195546.jpg,2.8,FALSE,Buendía Stati,0.4,FALSE,NA,a,2,7,238478,0,218449,0,0.6,19.2,,10,2021-06-10,1996-12-25,FALSE,p195546,3,24,0,0,0,6,0,0,10,382,427.0,402.1,398.0,121.4,39,109,49,197,21,3.38,2.23,5.61,28.03,NA,,6,,2,,,,167,62,90,65,80,47,98,57,0.17,0,0.11,0.28,1.44,1.23,182,115,124,54,228,88,294,102,1.08,0.15,10.11,3.38,0.17,2
51,Iling Jr,MID,Aston Villa,AVL,3,5.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,469247,0,0,0,0,0,0,3,Samuel,FALSE,has joined Pisa on loan for the rest of the season.,2025-09-22T21:15:59.838578Z,55,469247.jpg,0.0,FALSE,Iling-Junior,0.0,FALSE,NA,u,2,7,1383,0,3814,0,0.0,0.0,,241,2024-07-01,2003-10-04,FALSE,p469247,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,830,372,830,372,829,372,830,372,0,0,0,0,0,0,144,91,811,362,830,372,700,281,0,0,0,0.00,0,0
53,Malen,MID,Aston Villa,AVL,3,5.1,55,4,2,0.0,0.0,0.0,0,640,TRUE,FALSE,0,0,204646,0,0,-4,4,0,1,3,Donyell,FALSE,has joined Roma on loan for the rest of the season.,2026-01-16T15:17:04.828016Z,51,204646.jpg,2.6,FALSE,Malen,0.4,FALSE,NA,u,2,7,172896,0,340842,0,0.0,10.8,,152,2025-01-14,1999-01-19,FALSE,p204646,1,10,0,0,0,0,0,0,3,161,183.4,99.7,290.0,56.3,2,10,4,16,5,4.03,0.35,4.38,10.59,NA,,NA,,NA,,,,321,141,299,172,120,71,282,143,0.57,0,0.05,0.62,1.49,1.41,227,139,776,336,265,108,292,100,0.7,0.14,2.25,4.03,0.57,2
54,McGinn,MID,Aston Villa,AVL,3,5.3,103,5,4,2.7,3.5,4.0,1,2136,TRUE,FALSE,100,100,122806,0,0,-2,2,0,2,3,John,FALSE,,2026-05-03T23:00:09.124947Z,53,122806.jpg,3.4,FALSE,McGinn,0.7,FALSE,NA,a,2,7,266912,0,274130,0,0.8,19.4,,243,2018-08-08,1994-10-18,FALSE,p122806,8,28,0,0,0,5,0,0,6,443,459.8,605.3,309.0,137.3,32,89,29,150,28,3.00,4.11,7.11,33.08,NA,,NA,,NA,,,,148,52,37,34,110,67,78,48,0.13,0,0.17,0.3,1.39,1.18,179,112,70,29,134,57,233,81,1.18,0.34,6.32,3.00,0.13,2
55,Barkley,MID,Aston Villa,AVL,3,4.8,56,3,2,2.5,4.5,5.0,5,844,TRUE,FALSE,100,100,88894,0,0,-2,2,0,1,3,Ross,FALSE,,2025-11-30T22:30:09.043798Z,48,88894.jpg,2.7,FALSE,Barkley,0.1,FALSE,NA,a,2,7,17174,0,18618,0,1.0,11.7,,241,2024-07-01,1993-12-05,FALSE,p88894,1,15,0,0,0,1,0,0,5,221,227.8,162.3,191.0,58.1,15,45,14,74,7,1.58,1.26,2.84,13.20,NA,,NA,,NA,,,,289,122,231,150,193,103,275,139,0.17,0,0.13,0.3,1.41,1.6,345,216,35,11,241,94,510,187,0.75,0.11,7.89,1.58,0.17,2
56,Barrenechea,MID,Aston Villa,AVL,3,5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,491287,0,0,0,0,0,0,3,Enzo,FALSE,Season-long loan to Benfica,2025-07-22T13:50:13.193555Z,50,491287.jpg,0.0,FALSE,Barrenechea,0.0,FALSE,NA,u,2,7,0,0,36,0,0.0,0.0,,NA,NA,NA,FALSE,p491287,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,812,359,811,359,808,358,812,359,0,0,0,0,0,0,266,161,765,327,812,359,840,379,0,0,0,0.00,0,0
57,Dobbin,MID,Aston Villa,AVL,3,5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,461421,0,0,0,0,0,0,3,Lewis,FALSE,Has joined Preston North End on loan for the rest of the season.,2025-08-26T13:44:19.058961Z,50,461421.jpg,0.0,FALSE,Dobbin,0.0,FALSE,NA,u,2,7,889,0,5455,0,0.0,0.0,,241,2024-06-23,2003-01-03,FALSE,p461421,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,808,356,807,356,804,355,808,356,0,0,0,0,0,0,262,158,761,324,808,356,675,271,0,0,0,0.00,0,0
58,Kamara,MID,Aston Villa,AVL,3,4.9,61,1,3,0.0,0.0,0.0,0,1410,TRUE,FALSE,0,0,226944,0,0,-1,1,0,0,3,Boubacar,FALSE,Knee injury - Expected back 01 Jun,2026-05-08T15:30:09.019486Z,49,226944.jpg,3.4,FALSE,Kamara,0.2,FALSE,NA,i,2,7,111587,0,121485,0,0.0,12.4,,73,2022-06-11,1999-11-23,FALSE,p226944,5,15,0,0,0,5,0,0,7,282,325.0,241.3,75.0,64.2,46,65,38,149,17,0.53,0.84,1.36,20.80,NA,,NA,,NA,,,https://www.avfc.co.uk/news/2026/february/06/prematch-team-news-ahead-of-bournemouth/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,230,96,170,112,315,164,254,127,0.03,0,0.05,0.08,1.33,0.96,308,191,734,305,129,54,408,140,1.09,0.32,9.51,0.53,0.03,2
59,Onana_A,MID,Aston Villa,AVL,3,4.8,76,2,0,-0.5,-0.2,0.3,1,1755,TRUE,FALSE,100,100,449871,0,0,-2,2,0,0,3,Amadou,FALSE,,2026-04-26T22:30:07.719459Z,48,449871.jpg,3.0,FALSE,Onana,0.6,FALSE,NA,a,2,7,168465,0,295144,0,0.1,15.8,,21,2024-07-22,2001-08-16,FALSE,p449871,6,26,0,0,0,3,0,0,4,353,413.2,152.6,178.0,74.4,99,72,48,219,21,1.68,0.69,2.37,28.53,NA,,NA,,NA,,,,176,66,249,158,211,112,219,106,0.09,0,0.04,0.13,1.46,1.33,361,224,354,159,194,74,248,88,1.08,0.31,11.23,1.68,0.09,2
60,Broggio,MID,Aston Villa,AVL,3,4.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,577731,0,0,-1,1,0,0,3,Ben,FALSE,has joined Falkirk on loan for the rest of the season.,2026-02-06T22:47:15.874946Z,44,577731.jpg,0.0,FALSE,Broggio,0.2,FALSE,NA,u,2,7,38290,0,52801,0,0.0,0.0,,241,2024-09-23,2007-01-29,FALSE,p577731,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,694,267,689,269,670,262,696,269,0,0,0,0,0,0,575,347,602,210,700,272,363,124,0,0,0,0.00,0,0
61,Dendoncker,MID,Aston Villa,AVL,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,151589,0,0,0,0,0,0,3,Leander,FALSE,Has joined Real Oviedo permanently.,2025-08-20T13:31:56.822248Z,45,151589.jpg,0.0,FALSE,Dendoncker,0.1,FALSE,NA,u,2,7,2169,0,33857,0,0.0,0.0,,21,2022-09-01,1995-04-15,FALSE,p151589,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,700,269,695,271,676,264,702,271,0,0,0,0,0,0,414,250,611,214,706,274,543,200,0,0,0,0.00,0,0
62,Jimoh-Aloba,MID,Aston Villa,AVL,3,4.5,1,0,0,0.0,0.0,0.0,0,8,TRUE,FALSE,0,0,559962,0,0,0,0,0,0,3,Jamaldeen,FALSE,has joined West Brom on loan for the rest of the season.,2026-02-06T22:47:15.891521Z,45,559962.jpg,1.0,FALSE,Jimoh-Aloba,0.1,FALSE,NA,u,2,7,8790,0,11047,0,0.0,0.2,,241,2024-09-23,2006-10-02,FALSE,p559962,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.61,NA,,NA,,NA,,,,525,239,498,242,717,298,528,241,0,0,0,0,6.86,0,471,287,655,249,493,221,574,215,0,0,11.25,0.00,0,0
63,Young,MID,Aston Villa,AVL,3,4.3,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,537403,0,0,-2,2,0,0,3,Kadan,FALSE,has joined Reading on loan for the rest of the season.,2026-02-06T22:47:15.909676Z,43,537403.jpg,0.0,FALSE,Young,0.5,FALSE,NA,u,2,7,102090,0,135893,0,0.0,0.0,,241,2022-12-10,2006-01-19,FALSE,p537403,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,661,244,657,248,635,238,664,246,0,0,0,0,0,0,615,363,559,184,672,253,278,95,0,0,0,0.00,0,0
64,Watkins,FWD,Aston Villa,AVL,3,8.7,167,16,4,6.3,11.8,12.3,13,2833,TRUE,FALSE,100,100,178301,0,0,-3,3,0,5,4,Ollie,FALSE,,2026-01-29T23:00:09.533353Z,87,178301.jpg,4.5,FALSE,Watkins,13.0,FALSE,NA,a,2,7,3761213,0,5154207,0,1.4,19.2,,241,2020-09-09,1995-12-30,FALSE,p178301,9,38,0,0,0,4,0,0,26,623,720.2,330.9,1206.0,225.2,23,49,22,94,33,15.40,1.18,16.58,43.39,NA,,NA,,3,,,,47,5,126,7,2,2,12,4,0.49,0,0.04,0.53,1.38,1.21,9,5,1,1,32,5,28,8,1.05,0.29,2.99,15.40,0.49,2
65,Redmond,FWD,Aston Villa,AVL,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,576756,0,0,0,0,0,0,4,Zépiqueno,FALSE,has joined Huddersfield Town on loan for the rest of the season.,2025-09-02T13:26:36.441136Z,45,576756.jpg,0.0,FALSE,Redmond,0.3,FALSE,NA,u,2,7,17574,0,85482,0,0.0,0.0,,NA,NA,NA,FALSE,p576756,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,749,80,743,79,730,79,750,80,0,0,0,0,0,0,486,69,667,68,752,81,337,55,0,0,0,0.00,0,0
389,Elliott,MID,Aston Villa,AVL,3,5.1,5,0,0,-0.5,-0.5,0.0,0,110,TRUE,FALSE,100,100,444884,0,0,-4,4,0,0,3,Harvey,FALSE,,2026-05-09T21:00:09.892280Z,51,444884.jpg,1.0,FALSE,Elliott,0.2,FALSE,NA,a,2,7,95040,0,104382,0,0.0,1.0,,241,2025-09-01,2003-04-04,FALSE,p444884,0,2,0,0,0,0,0,0,0,17,11.8,31.7,31.0,7.4,2,4,0,6,1,0.29,0.08,0.37,1.74,NA,,NA,,NA,,,,476,210,396,199,378,191,453,203,0.24,0,0.07,0.31,1.42,1.64,232,142,778,338,516,238,409,141,0.82,0,4.91,0.29,0.24,0
456,Sancho,MID,Aston Villa,AVL,3,5.8,37,0,2,0.5,-0.2,0.3,0,863,TRUE,FALSE,100,100,209243,0,0,-2,2,0,0,3,Jadon,FALSE,,2026-03-27T21:00:10.454595Z,58,209243.jpg,1.6,FALSE,Sancho,0.2,FALSE,NA,a,2,7,53465,0,56572,0,0.1,6.4,,241,2025-09-01,2000-03-25,FALSE,p209243,2,10,0,0,0,0,0,0,0,141,130.2,290.6,193.0,61.6,11,26,7,44,9,0.61,1.87,2.48,14.11,6,,NA,,NA,,,,371,166,152,100,192,102,263,130,0.06,0,0.2,0.26,1.47,1.04,106,69,371,170,418,180,368,126,0.94,0.21,4.59,0.61,0.06,2
688,Wright,GKP,Aston Villa,AVL,3,3.9,0,0,0,-0.5,-0.5,0.0,0,0,TRUE,FALSE,NA,NA,481283,0,0,-1,1,0,0,1,James,FALSE,,NA,39,481283.jpg,0.0,FALSE,Wright,0.6,FALSE,NA,a,2,7,62596,0,48936,0,0.0,0.0,,241,2023-03-31,2004-12-02,FALSE,p481283,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,564,57,549,40,518,25,567,57,0,0,0,0,0,0,782,84,426,46,575,57,256,34,0,0,0,0.00,0,0
699,Douglas Luiz,MID,Aston Villa,AVL,3,4.9,35,1,1,0.0,0.8,1.3,2,913,TRUE,FALSE,100,100,230046,0,0,-1,1,0,0,3,Douglas Luiz,FALSE,,2025-11-01T18:30:08.443766Z,49,230046.jpg,1.7,FALSE,Soares de Paulo,0.1,FALSE,NA,a,2,7,29269,0,25967,0,0.3,7.1,Douglas Luiz,30,2026-01-28,1998-05-09,FALSE,p230046,1,15,0,0,0,3,0,0,0,220,201.6,294.3,94.0,59.1,31,52,22,105,12,0.53,1.42,1.95,13.24,1,,NA,,NA,,,,310,133,149,98,297,157,271,136,0.05,0,0.14,0.19,1.31,1.48,310,192,235,106,404,174,529,193,1.18,0.1,10.35,0.53,0.05,2
701,Rowe,DEF,Aston Villa,AVL,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,569577,0,0,0,0,0,0,2,Triston,FALSE,has joined Annecy on loan for the rest of the season.,2025-09-22T21:15:59.825051Z,40,569577.jpg,0.0,FALSE,Rowe,0.1,FALSE,NA,u,2,7,8943,0,10853,0,0.0,0.0,,241,2024-09-23,2006-10-02,FALSE,p569577,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,624,234,616,233,586,230,627,234,0,0,0,0,0,0,733,193,498,196,634,233,544,193,0,0,0,0.00,0,0
